Ration_ID,Name,Age,Gender,Address,Phone_No,Aadhaar_ID,Block,Income_Level,Dependent1_Name,Dependent1_Aadhaar_ID,Dependent1_Relation,Dependent1_Age,Dependent2_Name,Dependent2_Aadhaar_ID,Dependent2_Relation,Dependent2_Age,Dependent3_Name,Dependent3_Aadhaar_ID,Dependent3_Relation,Dependent3_Age,Dependent4_Name,Dependent4_Aadhaar_ID,Dependent4_Relation,Dependent4_Age,Dependent5_Name,Dependent5_Aadhaar_ID,Dependent5_Relation,Dependent5_Age,Rice_Entitled,Rice_Claimed,Wheat_Entitled,Wheat_Claimed,Sugar_Entitled,Sugar_Claimed,Kerosene_Entitled,Kerosene_Claimed,ToorDal_Entitled,ToorDal_Claimed,ChanaDal_Entitled,ChanaDal_Claimed,UradDal_Entitled,UradDal_Claimed,Salt_Entitled,Salt_Claimed,MustardOil_Entitled,MustardOil_Claimed,SunflowerOil_Entitled,SunflowerOil_Claimed,Subsidy_Availed,Percent_Ration_Left,Num_Dependents,Over_Claim_Flag,Duplicate_Aadhaar_Flag,Income_Subsidy_Mismatch,Fraud_Label
RAT10756,Dayamai Shetty,49,Male,"H.No. 149, Chaudhary Chowk, Gopalpur 429671",7010329577697,198371441394,Block1,Medium,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,3,3,4,6,4,4,3,3,4,4,5,5,5,6,Yes,-9.09,0,1,0,0,1
RAT10757,Thomas Bail,64,Female,"58/43, Agarwal Street, Saharsa 800637",7688428756919,574675212387,Block1,Low,Anjali,945040089844,Son,51,Dakshesh,701208070177,Spouse,26,Warhi,141007972330,Parent,46,Onveer,890491735377,Parent,44,,,,,2,2,1,4,3,3,2,2,4,4,2,2,2,4,1,1,1,1,5,5,Yes,-21.74,4,1,0,0,1
RAT10758,Arjun Sani,35,Female,"554, Dugar Path, Mango 202575",4071405588461,622456915009,Block5,Low,Reva,680114691159,Son,4,,,,,,,,,,,,,,,,,3,5,4,4,2,2,2,3,5,8,3,3,5,7,5,6,2,2,5,5,Yes,-25.0,1,1,0,0,1
RAT10759,George Varughese,51,Female,"H.No. 41, Thaker Chowk, Sri Ganganagar-744993",4673621383165,687694979810,Block2,Low,Varsha,570946348672,Parent,24,Pavani,997505980810,Daughter,23,Janani,649320628011,Daughter,9,,,,,,,,,1,1,5,5,2,5,5,5,2,2,5,5,2,2,1,1,3,3,4,4,Yes,-10.0,3,1,0,0,1
RAT10760,Isha Khalsa,30,Female,"39, Sundaram Road, Bulandshahr-436861",8276475556479,305625193307,Block5,Medium,Aahana,980136784849,Spouse,26,Karan,604059654452,Daughter,3,,,,,,,,,,,,,1,1,1,1,3,3,1,3,3,3,2,2,1,1,2,2,1,1,5,5,Yes,-10.0,2,1,0,0,1
RAT10761,Daksha Dora,66,Male,"49/40, Bumb Street, Karawal Nagar-265870",9720517495302,505011194564,Block1,Low,Varsha,599469745959,Spouse,9,,,,,,,,,,,,,,,,,3,6,4,4,1,2,1,1,5,5,3,3,1,1,1,1,1,1,3,3,Yes,-17.39,1,1,0,0,1
RAT10762,Eesha Dixit,58,Male,"76, Chaudry Path, Ulhasnagar 393651",0387679775559,176762112117,Block5,Low,Vedhika,714800766247,Daughter,2,Fariq,580794662595,Son,26,Niharika,481161015774,Spouse,14,Advik,933912052097,Spouse,59,,,,,4,4,2,2,4,6,3,6,5,5,3,3,2,2,5,5,2,2,1,4,No,-25.81,4,1,0,0,1
RAT10763,Dev Konda,51,Male,"439, Kade Nagar, Dhule 694194",9075544784803,568149639070,Block3,Low,Nitesh,919652037214,Spouse,19,Ridhi,295016670026,Spouse,7,Lakshit,151212433869,Son,18,Girish,767607914013,Son,45,,,,,1,1,3,3,4,4,2,2,2,2,1,1,4,4,1,1,4,4,4,4,Yes,0.0,4,0,0,0,1
RAT10764,Geetika Chauhan,70,Male,"H.No. 465, Trivedi Road, Amroha-429423",4156521056377,298606324553,Block2,Medium,Falan,555187665142,Daughter,24,Gabriel,635822885806,Parent,58,,,,,,,,,,,,,3,5,5,7,5,5,4,4,3,3,2,2,3,3,5,5,2,2,4,6,No,-16.67,2,1,0,0,1
RAT10765,Xiti Kaur,66,Female,"H.No. 967, Sarna Marg, Jaunpur-138260",8931067181157,574284053714,Block3,Low,Siya,828043049549,Spouse,26,Dalaja,828625853537,Spouse,53,Yashawini,252590762200,Son,26,Bina,821264624663,Parent,36,Leela,395492884304,Parent,48,3,3,2,2,5,5,3,3,3,6,1,1,5,5,2,2,2,2,2,2,Yes,-10.71,5,1,0,0,1
RAT10766,Tanay Salvi,45,Male,"29/86, Bandi Chowk, Jalandhar 323048",6693641230334,313637988297,Block1,Medium,Jairaj,660536819904,Spouse,53,,,,,,,,,,,,,,,,,2,2,1,1,5,5,2,2,1,1,3,6,3,3,1,1,1,1,2,2,Yes,-14.29,1,1,0,0,1
RAT10767,Diya Mishra,49,Male,"49/38, Nayar Ganj, Kirari Suleman Nagar 709083",1964745137411,553897354369,Block2,Medium,Sudiksha,673493743795,Son,22,Watika,335288359206,Son,11,Amara,303749437211,Parent,9,Qarin,322121102970,Parent,7,,,,,2,2,5,5,2,5,1,3,4,4,2,2,5,5,1,1,1,3,3,4,Yes,-30.77,4,1,0,0,1
RAT10768,Kabir Chhabra,57,Male,"288, Thakur Path, Barasat-472269",3275232967948,798752376778,Block5,High,Neha,303437732327,Parent,53,Lakshmi,437981317125,Daughter,7,,,,,,,,,,,,,4,4,4,4,3,3,3,3,1,1,4,4,4,7,3,3,4,7,1,4,No,-29.03,2,1,0,0,1
RAT10769,Unnati De,66,Female,"H.No. 418, Dara Nagar, Kolkata 597455",1088078647321,477999885624,Block3,Medium,,,,,,,,,,,,,,,,,,,,,1,1,3,3,4,4,4,5,3,3,2,2,1,1,5,8,4,5,1,1,Yes,-17.86,0,1,0,0,1
RAT10770,Yoshita Brar,35,Female,"H.No. 59, Issac Ganj, Karimnagar-268721",5445555101760,352790560879,Block5,Low,Adya,928092985845,Son,11,Maanav,749105075389,Spouse,35,Abdul,420983565043,Spouse,59,Kamala,307724642038,Spouse,53,Upasna,724022474467,Daughter,53,5,5,2,4,2,2,3,3,4,4,4,4,4,6,3,3,5,5,2,2,No,-11.76,5,1,0,0,1
RAT10771,Edhitha Mahal,44,Female,"63/42, Loyal Nagar, Anantapur 305156",6214620634715,497182536867,Block4,Low,Warhi,687190525851,Parent,4,Osha,530810566754,Son,45,Ladli,794453578734,Daughter,56,,,,,,,,,4,6,3,3,5,5,3,3,5,6,5,5,2,3,3,3,2,2,3,3,Yes,-11.43,3,1,0,0,1
RAT10772,Fitan Dash,68,Male,"22, Venkatesh Chowk, Deoghar-308835",5432102445470,489269792921,Block2,High,Neelima,181092356085,Parent,25,Neelima,766625929801,Spouse,36,Yash,526475339373,Son,31,,,,,,,,,3,5,1,1,3,3,3,3,3,5,4,6,3,3,4,4,2,2,5,5,Yes,-19.35,3,1,0,1,1
RAT10773,Quincy Zachariah,53,Female,"83/21, Sankaran Zila, Varanasi-166709",8161696038910,717099195037,Block4,High,Samarth,229668630153,Son,25,Unni,241560621959,Parent,60,,,,,,,,,,,,,1,1,3,3,2,2,4,7,2,2,5,5,5,5,3,5,3,3,2,2,Yes,-16.67,2,1,0,1,1
RAT10774,Jonathan Tak,65,Female,"H.No. 66, Chopra Street, Lucknow-619822",8550531042466,718780036759,Block1,High,Yashoda,166519045292,Spouse,38,Vansha,745045077947,Son,45,,,,,,,,,,,,,4,4,1,4,1,3,3,3,2,2,3,3,4,4,5,6,3,3,4,4,No,-20.0,2,1,0,0,1
RAT10775,Ishwar Samra,45,Female,"46/34, Khare Ganj, Bhavnagar 863181",5477569071020,432710633281,Block5,Medium,Yashvi,526784221033,Son,17,Ganga,795199194331,Son,59,,,,,,,,,,,,,3,3,1,1,2,4,5,5,3,3,3,3,4,4,3,3,1,1,2,4,Yes,-14.81,2,1,0,0,1
RAT10776,Simon De,57,Male,"H.No. 63, Bhat Ganj, Navi Mumbai 549982",9848931787302,455265038826,Block5,High,,,,,,,,,,,,,,,,,,,,,4,4,5,5,3,3,3,3,5,5,4,5,4,4,2,2,3,3,2,2,No,-2.86,0,1,0,0,1
RAT10777,Balveer Kale,61,Male,"79, Bir Road, Kolkata 623061",9146895121885,794971631534,Block2,High,Lakshit,960008650567,Daughter,9,Ekanta,262197975914,Spouse,58,Nathaniel,425025205781,Son,45,,,,,,,,,3,3,1,1,1,1,3,6,1,1,1,3,1,1,1,1,4,4,1,3,Yes,-41.18,3,1,0,1,1
RAT10778,Sai Dua,37,Female,"H.No. 776, Golla Chowk, Silchar 230865",4654514484896,729495223604,Block3,High,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,3,3,2,2,5,5,1,2,5,5,4,4,5,8,No,-11.43,0,1,0,0,1
RAT10779,Neel Bhardwaj,69,Female,"H.No. 16, Pal Road, Parbhani 765575",1011949690709,970489564857,Block4,High,Yochana,545473255581,Daughter,9,Tanveer,597565679700,Son,8,,,,,,,,,,,,,5,5,4,4,1,1,2,2,5,8,1,4,3,3,1,1,2,2,5,5,No,-20.69,2,1,0,0,1
RAT10780,Ekaraj Bhatti,59,Male,"26/64, Mann Street, Latur 123693",1724941242976,157066330010,Block4,High,Dakshesh,796192331897,Son,17,George,182236213268,Son,13,Kai,528806626327,Daughter,41,Champak,100540591723,Spouse,52,,,,,3,3,1,1,1,1,5,5,3,5,2,2,3,3,4,4,5,7,5,5,No,-12.5,4,1,0,0,1
RAT10781,Tejas Kala,63,Male,"H.No. 161, Date Path, Kottayam-787632",9466134834669,590963960597,Block4,High,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,5,5,3,3,5,8,5,5,2,2,4,4,5,5,No,-7.69,0,1,0,0,1
RAT10782,Tarak Chauhan,55,Male,"H.No. 24, Bhattacharyya Ganj, Korba-772671",1607468646278,703616293715,Block4,High,Oliver,450719749910,Son,30,Oeshi,315128633171,Daughter,43,Urvashi,217540922788,Parent,41,Lakshmi,265207565487,Spouse,35,,,,,2,2,2,3,1,4,3,3,5,5,4,4,4,6,3,4,3,3,4,4,Yes,-22.58,4,1,0,1,1
RAT10783,Gautami Pandit,41,Male,"74/86, Kalita Nagar, Phagwara-395462",9539237412344,422053905723,Block3,High,Tanish,633646228153,Daughter,56,Ronith,750716046464,Son,58,Gayathri,536233194041,Parent,17,,,,,,,,,5,5,3,3,5,5,1,1,1,1,5,8,3,3,1,1,4,4,4,4,Yes,-9.38,3,1,0,1,1
RAT10784,Turvi Kumer,69,Female,"67, Prakash Zila, New Delhi 257348",5073943440225,801007525628,Block3,Medium,Chanchal,913635331483,Parent,40,Zilmil,312028677071,Daughter,29,Samesh,131708822072,Spouse,22,Daksh,250432307031,Parent,18,,,,,3,3,4,4,5,5,2,2,2,2,3,3,2,2,2,2,1,1,4,4,Yes,0.0,4,0,0,0,1
RAT10785,Forum Vig,54,Female,"42/131, Deol Nagar, Durg 541390",5928372547943,318825614038,Block1,Medium,Balendra,813619223467,Daughter,52,Aarini,290913603783,Son,3,Manya,628428576879,Daughter,43,Prisha,561179630527,Spouse,6,,,,,5,5,1,1,1,1,1,1,3,3,1,2,5,5,4,4,4,4,1,1,Yes,-3.85,4,1,0,0,1
RAT10786,Wahab Narain,29,Male,"665, Parekh, Muzaffarnagar-764681",4661063520370,381044546844,Block1,High,Devansh,984571616990,Spouse,6,Chakradev,494074202065,Daughter,26,Matthew,671140243704,Spouse,58,Bakhshi,940243712066,Parent,22,,,,,3,6,3,3,4,6,4,4,3,3,5,5,5,6,5,8,5,5,1,1,Yes,-23.68,4,1,0,1,1
RAT10787,Qabil Sawhney,30,Male,"64/18, Patil Chowk, Dindigul 428065",4547577312764,419938701293,Block2,High,Brijesh,227813612926,Son,18,Darpan,230880716668,Daughter,16,Lipika,899298834144,Daughter,34,,,,,,,,,1,1,3,3,3,3,3,3,5,5,2,2,3,3,4,4,1,1,3,6,No,-10.71,3,1,0,0,1
RAT10788,Hemangini Apte,53,Female,"H.No. 513, Reddy Zila, Hubli–Dharwad 017410",0628757839665,792355902145,Block1,Low,Faqid,420129089327,Daughter,25,Gaurav,870502884732,Parent,58,Aadi,356162978251,Spouse,21,Samarth,731201761109,Son,17,,,,,1,2,4,7,5,8,1,1,4,6,5,5,3,3,1,1,5,6,4,4,No,-30.3,4,1,0,0,1
RAT10789,Krishna Bose,34,Female,"118, Singh Ganj, Rajkot-171580",3928705517861,480081255056,Block4,Medium,,,,,,,,,,,,,,,,,,,,,5,5,2,4,5,5,1,1,4,4,5,5,2,2,2,2,4,4,3,3,No,-6.06,0,1,0,0,1
RAT10790,Leena Wable,30,Male,"813, Nayak Zila, Madanapalle 008454",8641495832180,955431689392,Block4,Low,Jagdish,180030236843,Daughter,36,Fiyaz,150877412611,Son,45,,,,,,,,,,,,,5,5,1,4,2,2,4,4,3,3,5,5,4,4,3,3,5,5,4,7,No,-16.67,2,1,0,0,1
RAT10791,Zilmil Lad,32,Male,"H.No. 88, Chopra, Nellore 960736",0432810544194,847297570487,Block4,Low,Yauvani,441165244862,Daughter,8,Bimala,189204658796,Daughter,44,Nitesh,712490816880,Parent,52,Meera,636779387547,Daughter,60,Praneel,258941746176,Son,24,5,5,3,3,5,8,2,2,5,5,5,5,3,3,4,4,3,3,2,2,No,-8.11,5,1,0,0,1
RAT10792,Chasmum Karan,62,Female,"H.No. 063, Balakrishnan Circle, Orai-211481",6148075159512,888000934065,Block4,Low,Qushi,380952041868,Spouse,44,,,,,,,,,,,,,,,,,3,3,4,4,4,4,3,3,1,1,1,1,5,5,1,3,2,3,4,4,Yes,-10.71,1,1,0,0,1
RAT10793,Ekanta Wable,60,Male,"99/118, Tailor Circle, Buxar 149027",7367597688241,252673522079,Block3,High,,,,,,,,,,,,,,,,,,,,,4,6,1,1,2,2,3,6,4,4,4,4,4,4,4,4,5,5,1,1,No,-15.62,0,1,0,0,1
RAT10794,Ekantika Sem,64,Female,"43, Bhat Nagar, Panipat-777403",1269993557756,749406596172,Block4,Medium,Ucchal,259941733042,Son,53,Elijah,521176980492,Son,27,Isaiah,456421595348,Parent,37,Oliver,710565853548,Spouse,30,Anirudh,819995408573,Spouse,53,5,5,5,5,3,5,4,4,3,3,5,5,3,3,2,2,2,2,1,1,No,-6.06,5,1,0,0,1
RAT10795,Banjeet Rau,28,Male,"504, Chandran Nagar, Bellary 688487",5470829761955,405866148923,Block3,Low,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,5,5,4,6,3,3,3,3,2,2,5,5,1,1,No,-6.06,0,1,0,0,1
RAT10796,Nicholas Ahuja,53,Female,"74/794, Arora Road, Ramagundam 655430",4200358857407,418251786724,Block3,High,Warhi,239564052622,Spouse,55,Aradhana,661708444168,Daughter,27,,,,,,,,,,,,,5,5,4,4,5,5,2,2,3,3,1,4,4,7,1,1,3,3,2,2,No,-20.0,2,1,0,0,1
RAT10797,Dayita D’Alia,35,Male,"64, Khurana, North Dumdum 618301",1444590205838,919940069739,Block5,High,Gunbir,942701425929,Son,55,Siddharth,832936751438,Parent,39,Chanakya,250042704429,Son,53,,,,,,,,,2,2,4,4,1,1,2,2,1,1,1,1,4,4,5,5,1,1,3,3,Yes,0.0,3,0,0,1,1
RAT10798,Gaurang Balay,37,Female,"27/882, Vyas Ganj, Rajahmundry 661939",4172462401734,443044544575,Block4,Medium,,,,,,,,,,,,,,,,,,,,,1,1,2,2,5,5,2,2,3,3,5,6,5,6,5,5,2,2,3,3,Yes,-6.06,0,1,0,0,1
RAT10799,Diya Ravel,33,Male,"H.No. 35, Bhagat Circle, Ahmedabad-318066",2320371669460,939046738966,Block3,High,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,4,4,5,5,5,5,2,2,3,3,2,2,Yes,0.0,0,0,0,1,1
RAT10800,Veda Kurian,50,Male,"82/303, Agarwal Ganj, Gangtok-042783",5359209281197,890188157957,Block4,High,Vaishnavi,718280678390,Spouse,10,,,,,,,,,,,,,,,,,2,2,4,4,2,2,1,1,2,2,5,8,4,4,3,3,3,3,2,2,No,-10.71,1,1,0,0,1
RAT10801,Lila Padmanabhan,43,Female,"483, Seth Street, Malegaon 507541",2979266120884,546338595911,Block5,Medium,,,,,,,,,,,,,,,,,,,,,1,1,3,3,5,5,3,3,4,4,5,5,3,3,2,2,3,3,2,2,Yes,0.0,0,0,0,0,0
RAT10802,Chaitanya Sura,34,Male,"81/05, Shenoy Circle, Haridwar 331743",3270269510757,541966053915,Block1,High,,,,,,,,,,,,,,,,,,,,,2,2,3,3,5,5,5,5,1,1,2,2,5,5,3,3,1,1,3,3,No,0.0,0,0,0,0,0
RAT10803,Vritti Buch,32,Male,"62/272, Lal Street, Thoothukudi 794295",0719415354486,621656926226,Block3,Medium,Vasudha,640225789744,Parent,7,Chanakya,955671804284,Parent,24,Quincy,135724665338,Spouse,41,Yoshita,790363072084,Son,59,,,,,3,3,1,1,2,2,3,3,4,4,5,5,1,1,4,4,3,3,2,2,No,0.0,4,0,0,0,1
RAT10804,Tripti Chada,54,Female,"H.No. 770, Ranganathan Road, Dibrugarh-614274",5853830629577,765602836714,Block5,High,Yamini,974758155392,Spouse,26,Gaurika,467224299919,Spouse,10,,,,,,,,,,,,,5,5,1,1,2,2,4,4,1,1,5,8,4,4,2,2,5,5,3,3,Yes,-9.38,2,1,0,1,1
RAT10805,Teerth Gulati,50,Female,"00/242, Yohannan, Warangal 903343",3476261273110,898224646835,Block4,Low,Onkar,478304653490,Spouse,50,,,,,,,,,,,,,,,,,4,5,2,2,4,4,1,1,3,3,3,5,4,4,4,4,2,2,1,1,No,-10.71,1,1,0,0,1
RAT10806,Gaurang Barad,63,Female,"73, Sanghvi Street, Jamnagar-762114",1211364396415,193363991008,Block3,High,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,4,4,3,3,2,2,3,3,4,4,5,6,1,3,No,-9.09,0,1,0,0,1
RAT10807,Triveni Issac,42,Male,"96/74, Mukhopadhyay Circle, Bhusawal 783298",6813079285854,433078882389,Block5,Medium,Aarnav,567423972124,Daughter,37,Aishani,184378273700,Spouse,8,Bina,390873389670,Daughter,55,Mohammed,606641278271,Son,15,Vasatika,817161087637,Parent,39,2,2,2,2,4,6,5,5,2,2,3,4,5,5,4,6,3,3,5,5,No,-14.29,5,1,0,0,1
RAT10808,Edhitha Badami,31,Male,"13, Viswanathan, Begusarai-461490",0879686104412,905298901623,Block1,Low,Ekansh,532770750497,Spouse,41,Nachiket,874094261661,Son,29,,,,,,,,,,,,,1,1,3,3,2,3,5,5,3,3,3,3,5,5,1,1,2,2,1,1,No,-3.85,2,1,0,0,1
RAT10809,Ganga Talwar,65,Male,"67/094, Ramesh Ganj, Bhimavaram 458495",2592765548640,228788063531,Block2,High,Liam,498382044562,Son,23,Rohan,765738395453,Parent,39,Tanvi,416332805845,Daughter,3,Vyanjana,795986972558,Daughter,19,,,,,2,2,2,2,4,5,5,7,1,1,3,5,2,2,4,4,1,1,1,1,Yes,-20.0,4,1,0,1,1
RAT10810,Abeer Gera,53,Female,"677, Saini Street, Mirzapur-013031",0378869307140,656675053120,Block4,Low,Falguni,895793064652,Son,22,Vansha,814412923266,Son,7,Lopa,943852996872,Spouse,57,Rehaan,539442532837,Spouse,1,,,,,5,5,3,3,3,3,2,2,2,2,3,3,2,2,2,2,1,1,5,5,No,0.0,4,0,0,0,1
RAT10811,Xalak Tripathi,37,Female,"H.No. 042, Sampath Path, Alappuzha-010445",6051083342187,497149271405,Block5,Medium,Madhav,271803675686,Son,46,Dhriti,365867526668,Parent,40,,,,,,,,,,,,,5,5,3,3,5,5,5,5,3,3,1,1,2,2,1,1,3,3,2,2,Yes,0.0,2,0,0,0,1
RAT10812,Faris Narayan,29,Female,"35/73, Kota Circle, Navi Mumbai 946162",1258277854366,161672613053,Block5,Low,Nimrat,119819211968,Parent,49,,,,,,,,,,,,,,,,,5,7,3,3,1,1,5,5,2,5,5,5,3,4,1,2,2,2,1,1,Yes,-25.0,1,1,0,0,1
RAT10813,Lekha Sachar,45,Male,"84/60, Radhakrishnan Ganj, Kishanganj-885537",5749795125315,319569732745,Block2,Low,Faraj,501043514108,Son,5,Lajita,481448223480,Spouse,49,,,,,,,,,,,,,1,1,3,3,3,3,4,4,3,3,2,2,2,4,3,3,1,1,4,4,Yes,-7.69,2,1,0,0,1
RAT10814,Pahal Nazareth,48,Female,"77/46, Suresh Ganj, Hubli–Dharwad-417107",6809056992536,833661349994,Block3,High,Peter,843674736194,Son,35,Bishakha,160506698234,Daughter,36,Omaja,779489654275,Spouse,41,Luke,385626837854,Daughter,23,Urvi,962085356257,Parent,15,5,5,1,1,5,5,3,4,2,2,4,4,2,2,5,8,2,4,2,2,No,-19.35,5,1,0,0,1
RAT10815,Varsha Goda,67,Male,"20, Mane, Shimoga 371171",7214849839173,363777929479,Block3,Low,Harinakshi,996706106688,Parent,13,Jalsa,633451268889,Spouse,46,Adweta,852197024680,Daughter,14,Niharika,753509937832,Daughter,41,,,,,2,2,5,5,2,2,3,3,4,4,1,1,1,1,1,1,5,8,4,6,No,-17.86,4,1,0,0,1
RAT10816,Pahal Sheth,54,Male,"541, Jayaraman, Nagaon-666449",6189358851690,668814993770,Block4,Low,Ayushman,774057875924,Parent,58,,,,,,,,,,,,,,,,,3,3,5,5,2,2,4,4,2,4,4,4,1,1,3,6,4,5,2,5,No,-30.0,1,1,0,0,1
RAT10817,Ishanvi Sood,63,Female,"H.No. 69, Reddy Circle, Gulbarga 615190",8222498549344,885875645595,Block3,Low,Saksham,662027521194,Spouse,51,Chameli,694537585503,Son,16,Fiyaz,261222968724,Spouse,10,,,,,,,,,1,1,4,7,5,5,5,5,3,3,3,3,5,5,3,4,1,1,5,5,Yes,-11.43,3,1,0,0,1
RAT10818,Chakrika Mital,59,Male,"49, Mannan Circle, Adoni 999042",6410764960443,140602714131,Block2,High,Chaitanya,374447337173,Son,36,Irya,851849684286,Daughter,50,,,,,,,,,,,,,5,5,4,4,2,4,5,5,4,4,3,3,2,2,2,3,3,5,2,2,No,-15.62,2,1,0,0,1
RAT10819,Riya Hayer,40,Female,"59/787, Rajagopal Nagar, Chandrapur-368075",6520015205035,819814240779,Block2,Medium,Hritik,878652913188,Daughter,42,Abhimanyu,390730158842,Son,13,Saksham,668475741762,Parent,51,Samar,638678990682,Son,16,Arjun,358515374817,Son,25,4,4,1,1,5,5,2,2,1,1,1,4,1,2,4,7,1,1,4,5,Yes,-33.33,5,1,0,0,1
RAT10820,Unnati Kuruvilla,49,Male,"71/839, Edwin Chowk, Ramagundam 312564",7049827843767,189470274746,Block2,Medium,Manan,328096579193,Son,42,,,,,,,,,,,,,,,,,4,4,2,2,4,6,1,1,2,2,3,3,1,3,1,1,2,2,4,4,Yes,-16.67,1,1,0,0,1
RAT10821,Ryan Thakur,33,Female,"H.No. 951, Nigam, Narasaraopet-361273",6317223018834,667119160737,Block4,High,Laksh,156255529123,Parent,47,Lajita,249843945553,Son,3,Jonathan,921749228265,Spouse,2,Chandran,885472448313,Daughter,44,Divya,617553599752,Spouse,58,4,4,5,5,3,3,1,1,5,5,1,1,5,5,4,4,4,4,1,4,No,-9.09,5,1,0,0,1
RAT10822,Zaid Virk,28,Female,"64/004, Hayre Chowk, Kamarhati-723681",8435833462598,557667446011,Block3,High,Praneel,388275792356,Daughter,51,Christopher,577998079410,Parent,25,Nisha,956751416462,Son,56,Benjamin,274951642508,Daughter,27,Aachal,331950802078,Daughter,50,3,3,5,6,3,4,3,3,5,5,3,3,2,2,2,3,5,5,5,5,No,-8.33,5,1,0,0,1
RAT10823,Turvi Biswas,64,Female,"H.No. 52, Kaul Road, Bardhaman-200133",3227521899045,163341422931,Block3,High,Xavier,979793964610,Spouse,52,Saanvi,171756682105,Daughter,41,Manya,819674558856,Son,49,Onkar,511211600147,Parent,48,Lajita,793084537040,Spouse,26,4,6,4,4,2,5,1,4,1,1,4,4,3,3,2,2,3,3,3,3,Yes,-29.63,5,1,0,1,1
RAT10824,Harini Babu,48,Female,"H.No. 15, Batta Path, Eluru-294412",5609933152740,280314167441,Block3,Medium,Hitesh,833306865233,Parent,39,David,245710924702,Spouse,5,Ekansh,481393452076,Parent,6,,,,,,,,,3,3,3,3,5,5,4,4,1,1,4,6,3,3,5,5,3,3,4,4,No,-5.71,3,1,0,0,1
RAT10825,Ira Goda,70,Male,"49, Varghese Nagar, Karimnagar 434983",4516544625553,145934460402,Block4,Medium,Dhruv,883769820328,Spouse,13,Azaan,837103894956,Spouse,58,Madhavi,725958864800,Spouse,57,Lekha,986468639292,Spouse,60,,,,,4,6,3,3,2,2,5,5,2,2,3,3,4,4,3,3,1,1,4,4,No,-6.45,4,1,0,0,1
RAT10826,Dev Din,45,Female,"03, Chana Marg, Salem-220213",2009394537126,714493586940,Block1,Low,Ekbal,427687592093,Son,23,Daksh,999742339324,Parent,23,Dayamai,338021111342,Parent,24,Raagini,633121143435,Son,41,Vamakshi,730190938249,Parent,33,5,5,2,5,3,3,4,5,4,7,3,3,3,3,1,1,4,4,5,5,Yes,-20.59,5,1,0,0,1
RAT10827,Divya Cheema,43,Female,"H.No. 83, Goda Street, Bidar-883035",7049221715425,976240353396,Block5,High,Sathvik,980713623697,Spouse,16,Gunbir,780551128499,Son,31,Aadhya,771203230138,Daughter,24,Luke,987398744632,Parent,10,Yashasvi,358720413968,Son,27,4,4,1,1,3,3,3,6,2,2,4,4,3,3,5,5,3,3,1,1,No,-10.34,5,1,0,0,1
RAT10828,Nitesh Chakrabarti,37,Female,"56/78, Mannan Nagar, Bulandshahr-189523",3304796503277,700653509991,Block5,Low,Lopa,283324120323,Daughter,45,Rachana,190516198397,Spouse,59,Ekantika,612404481858,Parent,10,,,,,,,,,4,4,4,4,2,2,3,3,1,1,5,6,5,5,2,2,5,5,1,1,Yes,-3.12,3,1,0,0,1
RAT10829,Aarnav Randhawa,51,Female,"60/01, Thakur Zila, Erode-042179",2083107564052,551661341440,Block4,High,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,5,5,2,2,5,6,5,5,2,2,3,3,Yes,-7.41,0,1,0,1,1
RAT10830,Rishi Kaur,26,Female,"H.No. 871, Comar, Jaipur 838334",0393334133978,959634219978,Block1,Low,Warinder,472023687543,Son,3,Neha,500035357221,Spouse,38,Rushil,857586477054,Daughter,13,Zilmil,205803582131,Daughter,34,Daksh,931770467695,Parent,38,4,4,2,4,3,3,3,3,2,2,4,6,5,8,1,1,1,2,3,3,No,-28.57,5,1,0,0,1
RAT10831,Nachiket Setty,64,Female,"21/39, Sant Chowk, Akola 656318",4285096255451,664015907365,Block4,Medium,Sara,553825351172,Daughter,30,Ojas,679144236019,Spouse,53,,,,,,,,,,,,,5,5,1,1,2,2,3,3,5,5,2,2,5,5,4,6,4,4,5,7,Yes,-11.11,2,1,0,0,1
RAT10832,Jhalak Virk,37,Male,"11/81, Deep Road, Aligarh-829611",9562625807745,890619498920,Block1,High,Elijah,370385640576,Son,17,Raghav,349260052132,Son,51,Ryan,741590308935,Spouse,55,Qabil,319469484313,Son,53,,,,,5,5,4,4,5,5,2,3,5,5,3,3,3,5,2,4,3,3,4,4,Yes,-13.89,4,1,0,1,1
RAT10833,Balveer Jani,55,Male,"H.No. 269, Narayan, Cuttack-388285",6913409233800,612723440532,Block3,Low,Bhanumati,251520826764,Son,5,Ayushman,491445936022,Parent,55,,,,,,,,,,,,,1,1,4,6,1,1,4,4,4,6,2,3,5,5,1,1,5,5,4,4,Yes,-16.13,2,1,0,0,1
